PS_Code,PS_Name,Region_Name,District_Name,Constituency_Name,Registered_Voters
BA01752,METH PRIM  AYORYA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,503
BA01753,L/A PRIM SCH CHIABOI,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,252
BA01754,RC CHURCH TAINANO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,141
BA01755,L/A PRIM SCH GAZIENYEKROM,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,132
BA01756,S D A LOWER PRIM SCH APESIKA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,263
BA01757,S D A NURSERY APESIKA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,148
BA01758,METH CHURCH APESIKA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,214
BA01759,L A LOWER PRI ABOM  BASARE,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,135
BA01760,L A UPPER PRI ABOM KONKOMBA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,233
BA01761,TEMP BOOTH BAYIRI,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,35
BA01762,TEMP BOOTH AWAHO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,149
BA01763,L/A PRIM. SCH. ANOKYEKROM,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,341
BA01764,L/A NURSERY APESIKA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,262
BA01765,L/A JSS APESIKA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,139
BA01766,L/A LOWER PRIM APESIKA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,242
BA01767,R. C. CHURCH APESIKA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,241
BA01768,METH PRIM SCH AKORA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,505
BA01769,D/A PRIM SCH YAAKROM,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,75
BA01770,L/A PRIM SCH ATTA KROM,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,445
BA01771,L/A UPPER PRIM KWABEA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,651
BA01772,L/A PRIM SCH YEREPEMSO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,296
BA01773,R C CHURCH NTANKRO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,324
BA01774,L A NURSERY NTANKRO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,280
BA01775,LOWER PRIM NTANKRO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,192
BA01776,L A PRI SCH ASANTE AKURAA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,101
BA01777,CENTRAL MOSQUE BOSOMKAI,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,99
BA01778,L/A PRIM SCH. MOSHIEAKURAA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,139
BA01779,L A UPPER PRIM NTANKRO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,131
BA01780,D/A PRIM SCH ABUDWOM,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,268
BA01781,"FRIDAY MOSQUE, OFORIKROM",BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,122
BA01782,L A PRIM SCH BAWA AKURAA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,146
BA01783,ANGL PRIM SCH ADIEMBRA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,174
BA01784,L A PRI UPPER KRABONSO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,818
BA01785,YIPAALA MOSQUE,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,132
BA01786,ANG JHS ANYIMA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,415
BA01787,ANG. JHS ANYIMA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,296
BA01788,L/A PRIM SCH ANYIMA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,367
BA01789,R/C CHURCH ANYIMA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,226
BA01790,L/A JHS ANYIMA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,178
BA01791,L/A LOWER  PRIM HYIRESO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,334
BA01792,L/A UPPER PRIM HYIRESO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,267
BA01793,L A PRIM SCH SUAMIRE,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,653
BA01794,L/A JHS SUAMIRE,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,33
BA01795,L/A PRIM SCH PUNPATIFI,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,299
BA01796,D/A PRIM SCH AKRUMA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,110
BA01797,L/A PRIM SSCH APAASO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,771
BA01798,PRESBY PRIM. UPPER  NANTE,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,448
BA01799,L/A JHS NANTE,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,493
BA01800,ENG/ARABIC PRIM SCH. NANTE ZONGO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,499
BA01801,L/A PRIM SCH JEMA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,644
BA01802,L/A JHS JEMA NO. 2A,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,793
BA01803,L/A JHS JEMA NO.2B,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,207
BA01804,ISLAMIC SCH. JEMA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,807
BA01805,L/A PRIM SCH JEMA NKWANTA SOUTH,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,401
BA01806,MOFA OFFICE JEMA-JEMA NKWANTA NORTH,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,309
BA01807,METH PRIM SCH LOWER JEMA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,492
BA01808,D/A PRIM SCH AMANTEM,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,58
BA01809,METH PRIM SCH CHIREHIN,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,751
BA01810,R/C CHURCH BREDI,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,673
BA01811,L A PRI SCH TANOKROM,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,156
BA01812,R C CHURCH NIMPU NO. 2,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,143
BA01813,L/A PRIM. SCH. DUMSO NO. 1,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,96
BA01814,L/A JHS DUMSO BETHEL,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,349
BA01815,D/A PRIM. SCH. NYINDO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,209
BA01816,D/A PRIM. SCH. SIKANEBARIMA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,98
BA01817,D/A PRIM. SCH. NIMPU,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,28
BA01818,L A J H S AMPOMA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,445
BA01819,L/A JHS KOKUMA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,681
BA01820,R C CHURCH TANFIANO NO 2,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,97
BA01821,L A PRI SCH DUMANAFOUR,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,201
BA01822,L A PRI SCH PANINAMISA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,663
BA01823,L A J H S PANINAMISA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,579
BA01824,L A NURSERY BEPOSO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,274
BA01825,L A PRI SCH PAMDU NO. 1,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,334
BA01826,L A PRIM SCH PAMDU NO. 2,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,279
BA01827,L A PRI SCH KRUTAKYI,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,449
BA01828,S D A CHURCH KRUTAKYI,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,205
BA01829,L A PRIM SCH PRAMPOSO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,507
BA01830,L A J H S PRAMPOSO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,455
BA01831,L A PRIM SCH NYENAWOASO,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,324
BA01832,L/A J H S AMOMA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,667
BA01833,L/A PRIM SCH  AMOMA-NKWANTA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,152
BA01834,"METH PRI ""A""  LOWER AMOMA",BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,416
BA01835,METH  PRIM. 'B'  UPPER AMOMA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,423
BA01836,L A PRI SCH ABITASU,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,102
BA01837,L/A PRIM SCH HAWORA,BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,285
BA01838,L/A PRIM SCH AGYINA  (A),BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,725
BA01839,L/A PRIM SCH AGYINA  (B),BRONG-AHAFO,KINTAMPO SOUTH,KINTAMPO SOUTH,257
BA01840,PRESBY JUNIOR HIGHI SCH ASEKYE,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,321
BA01841,D/A PRIMARY SCHOOL MEDINA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,136
BA01842,D/A PRI SCH ADOE,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,287
BA01843,D/A PRI SCH TOM,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,395
BA01844,D/A  PRIM SCH AKONKONTI,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,279
BA01845,D/A  PRI SCH TIMIABU,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,408
BA01846,KG SCHOOL TAAHO,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,164
BA01847,R C JUNIOR HIGH SCHOOL BUSUNYA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,647
BA01848,CHIEF PALACE BUSUNYA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,400
BA01849,PUBLIC SHED AKRUDWA NO 1,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,73
BA01850,ANGLICAN PRIMARY  AKRUDWA NO 2,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,446
BA01851,DISTRICT HEALTH DIRECTORATE  BUSUNYA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,759
BA01852,PENTECOST CHURCH BUSUNYA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,418
BA01853,RC CHURCH BOMINI,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,438
BA01854,COMMUNITY CENTRE BOMINI,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,433
BA01855,METH CHURCH BONTE,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,1085
BA01856,D/A PRI SCH JUNCTION,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,239
BA01857,TEMPORARY BOOTH ABIREKYIEKROM,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,62
BA01858,D/A  PRI SCH NYINAHIN,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,105
BA01859,ANGLICAN CHURCH  FIEMA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,260
BA01860,PENTECOST CHURCH FIEMA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,353
BA01861,D/A  PRI SCH BOABENG,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,473
BA01862,TEMP BOOTH AMEYAWKROM,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,64
BA01863,D/A PRIMARY SCHOOL DROMANKUMA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,335
BA01864,D/A KINDERGARTEN DROMANKUMA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,348
BA01865,D/A PRIMARY SCHOOL BOAMA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,301
BA01866,D/A PRIMARY SCHOOL ADUMASA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,142
BA01867,TEMPORARY BOOTH CHOKWASI,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,45
BA01868,ANGLICAN PRIMARY SCHOOL DROMANKESE,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,688
BA01869,S.D.A  PRIMARY SCH DROMANKESE,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,636
BA01870,TEMP BOOTH KRUMUU-FREDE,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,142
BA01871,HEALTH CENTER DROMANKESE,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,519
BA01872,VOCATIONAL SCHOOL DROMANKESE,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,605
BA01873,CHIEF PALACE DROMANKESE,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,429
BA01874,PUBLIC SHED DENKRA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,176
BA01875,PUBLIC SHED KUUSO,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,201
BA01876,R C CHURCH PADO/ASAANA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,137
BA01877,PUBLIC SHED TANKOR ANAFOUR,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,58
BA01878,TEMP BOOTH AMPENKRO,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,124
BA01879,D/A PRI SCH PIENYINA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,307
BA01880,D/A PRI SCH PURSO NO 2 PIENYINA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,244
BA01881,D/A PRI SCH TAILORKROM,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,78
BA01882,D/A JHS PINIHIN,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,653
BA01883,METH J .H. S. TANKOR,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,292
BA01884,HEALTH CENTER YEFRI,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,331
BA01885,RURAL BANK YEFRI,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,252
BA01886,ROMAN CATHOLIC CHURCH YEFRI,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,303
BA01887,D/A JUNIOR HIGH  SCH  YEFRI,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,219
BA01888,D/A PRIMARY SCHOOL BOANA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,515
BA01889,TEMPORARY BOOTH NADOWLI,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,94
BA01890,D/A  PRIM SCH TANFIANO NO 2,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,203
BA01891,D/A PRIM SCH BODOM,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,479
BA01892,D/A  PRI SCH KOKROMPE,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,376
BA01893,D/A PRI SCH SENYA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,611
BA01894,PRESBY PRIM SCH ASONA-SIKAA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,333
BA01895,R/C CHURCH GYAMA-SIKAA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,454
BA01896,TEMP BOOTH ALATA LINE SIKAA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,98
BA01897,TEMP BOOTH WANZAMKROM,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,41
BA01898,MARKET SQUARE KRANKA PAMPASO,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,688
BA01899,D/A PRIM SCHOOL ACHIASE,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,320
BA01900,ROMAN CATHOLIC PRIM. SCH. KRANKASE,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,673
BA01901,ISLAMIC PRIM. SCH.KRANKA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,353
BA01902,HEALTH CENTER MANSO,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,404
BA01903,CHIEF PALACE MANSO,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,393
BA01904,METHODIST PRIMARY SCHOOL  MANSO,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,273
BA01905,D/A PRI SCH MANSO,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,537
BA01906,D/A PRIMARY SCH ASUOTI,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,211
BA01907,D/A PRIMARY SCHOOL NIPAHIAMOA,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,174
BA01908,D/A PRIMARY SCHOOL DWENEWOHO,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,596
BA01909,TEMPORARY BOOTH SAAH,BRONG-AHAFO,NKORANZA NORTH,NKORANZA NORTH,112
BA01910,COMMUNITY CENTRE NKORANZA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,866
BA01911,EFFAH J H S NKORANZA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,242
BA01912,ANGLICAN PRI SCH KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,749
BA01913,ENG/ARABIC SCH A KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,733
BA01914,ENG/ARABIC SCH B KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,292
BA01915,ANGLICAN J H S UPPER KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,183
BA01916,ANGLICAN J H S LOWER KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,833
BA01917,ANGLICAN J H S B KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,670
BA01918,"OKATAKYIE D/A PRIM, BREMEN",BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,651
BA01919,L/ A J H S LOWER KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,1035
BA01920,L/ A J H S UPPER KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,952
BA01921,L/A J HS A KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,240
BA01922,L /A J H S B KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,164
BA01923,"BAPTIST CHURCH, KISSIMAN",BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,786
BA01924,"L/A B JHS,ESTATE",BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,920
BA01925,PRESBY CHURCH KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,770
BA01926,R/C PRIM SCH LOWER KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,802
BA01927,SDA PRIM A KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,867
BA01928,SDA PRIM B KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,228
BA01929,R/C J HS KISSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,105
BA01930,"METH PRIM. SCH, KISSIMAN",BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,1016
BA01931,"ASSEMBLIES OF GOD CHURCH, KISSIMAN",BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,554
BA01932,EFFAH PRIM SCH SESSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,413
BA01933,SARPOMAA UPPER PRIM  SESSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,457
BA01934,SARPOMAA LOWER PRI SESSIMAN,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,309
BA01935,R/ C PRIM A SCH BONSU,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,378
BA01936,R /C PRIM B SCH BONSU,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,413
BA01937,J H S LOWER BONSU,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,362
BA01938,J H S UPPER BONSU,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,375
BA01939,L/A PRI SCH KOFORIDUA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,583
BA01940,"D/A PRIM. SCH, WAGADUGU",BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,362
BA01941,R/ C PRIM LOWER DOTOBAA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,363
BA01942,R /C PRIM UPPER DOTOBAA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,279
BA01943,L/A J H S LOWER DOTOBAA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,432
BA01944,L/A J H S UPPER DOTOBAA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,346
BA01945,L/A PRIM SCH LOWER ASUNKWAA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,893
BA01946,L/A PRIM SCH UPPER ASUNKWAA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,795
BA01947,PENTECOST CHURCH BEPOSO,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,293
BA01948,L/A PRIM LOWER AKUMSA-DOMASE,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,379
BA01949,L/A PRIM UPPER AKUMSA-DOMASE,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,298
BA01950,"R/C CHURCH, AKUMSA DOMASE",BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,627
BA01951,METH PRI SCH AKUMSA-DOMASE,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,503
BA01952,L/A J H S AKUMSA-DOMASE,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,391
BA01953,S D A CHURCH AKUMSA- DOMASE,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,573
BA01954,"COCOA SHED, AKUMSA DOAMSE",BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,487
BA01955,S D A PRIM SCH LOWER NKWABENG,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,488
BA01956,S D A PRI M SCH UPPER NKWABENG,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,524
BA01957,PRESBY PRIM UPPER NKWABENG,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,284
BA01958,L/A PRIM SCH NTANAASO,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,274
BA01959,"OPEN SPACE, APESIKA",BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,341
BA01960,PRESBY J S S LOWER NKWABENG,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,316
BA01961,PRESBY J S S UPPER NKWABENG,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,142
BA01962,PRESBY PRIM A UPPER NKWABENG,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,579
BA01963,L/A PRIM SCH NANKUMA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,227
BA01964,R/C PRIM LOWER NKWABENG,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,584
BA01965,R/C PRIM UPPER NKWABENG,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,459
BA01966,D/A KG KRUTU,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,103
BA01967,PRESBY PRIM LOWER BROAHOHO,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,605
BA01968,PRESBY PRIM UPPER BROAHOHO,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,333
BA01969,L/A J H S BROAHOHO,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,309
BA01970,D/A PRIM SCH BREDE NO 2,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,301
BA01971,L/A PRI SCH NSUNENSA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,506
BA01972,"D/A PRIM SCH, BEBOANO",BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,238
BA01973,"L/A PRIM  SCH,DOMPOASE",BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,629
BA01974,"L/A PRIM SCH, NUSUGUM",BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,433
BA01975,D/A PRIM SCH META,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,386
BA01976,"D/A PRIM SCH, MIM/AMPONSAKROM",BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,328
BA01977,"OPEN SPACE, ABAREKROM",BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,197
BA01978,L/A PRIM SCH AKUMA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,610
BA01979,PRESBY PRIM SCH AKUMA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,675
BA01980,S D A PRI SCH  AKUMA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,228
BA01981,L/A J H S AKUMA,BRONG-AHAFO,NKORANZA SOUTH,NKORANZA SOUTH,447
